Record_number,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max
3882,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,8,28,,0.7629,5,17.031,0.0907,0,,,Positive,0.976475828,,,2.476880734,,2.476880734,8,28,,,
3883,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,9,29,,0.6998,5,17.468,0.0895,0,,,Positive,0.989584759,,,2.447335789,,2.447335789,9,29,,,
3884,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,8,33,,0.5311,5,23.053,0.0508,0,,,Positive,0.886880897,,,1.661963941,,1.661963941,8,33,,,
3885,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,9,37,,0.6657,5,9.91,0.0896,0,,,Positive,0.561975993,,,2.449784349,,2.449784349,9,37,,,
3896,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,22,25,0.44,5,,,,,,None,,,2.16,2.16,,,,,,,
3897,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,22,25,0.45,5,,,,,,None,,,1.97,1.97,,,,,,,
3898,Other,Positive,mg CO2/m2/s,2,25,,,,,,,,,,,,,,,,,,,,
3899,Other,Positive,mg CO2/m2/s,2,25,,,,,,,,,,,,,,,,,,,,
3900,Other,Positive,mg CO2/m2/s,2,25,,,,,,,,,,,,,,,,,,,,
3901,Other,Positive,mg CO2/m2/s,2,25,,,,,,,,,,,,,,,,,,,,
3902,Other,Positive,mg CO2/m2/s,2,25,,,,,,,,,,,,,,,,,,,,
3903,Other,Positive,mg CO2/m2/s,2,25,,,,,,,,,,,,,,,,,,,,
3904,Other,Positive,umol CO2/m2/s,0,20,8436,0.59,5,,,,,,Positive,2.69,,,,,,,,,,
3905,Other,Positive,umol CO2/m2/s,0,20,7814,0.5,5,,,,,,Positive,2.15,,,,,,,,,,
3905.1,Other,Positive,umol CO2/m2/s,0,20,8436,0.59,5,,,,,,Positive,2.69,,,,,,,,,,
3905.2,Other,Positive,umol CO2/m2/s,0,20,7814,0.5,5,,,,,,Positive,2.15,,,,,,,,,,
3906,Other,Positive,umol CO2/m2/s,0,20,19,0.76,5,,,,,,Positive,2.15,,,,,,,,,,
3907,Other,Positive,umol CO2/m2/s,0,20,20,0.86,5,,,,,,Positive,2.15,,,,,,,,,,
3908,Other,Positive,umol CO2/m2/s,0,20,19,0.84,5,,,,,,Positive,2.15,,,,,,,,,,
3909,Other,Positive,umol CO2/m2/s,0,20,18,0.73,5,,,,,,Positive,2.15,,,,,,,,,,
3910,Other,Positive,umol CO2/m2/s,0,20,20,0.81,5,,,,,,Positive,2.15,,,,,,,,,,
3911,Other,Positive,umol CO2/m2/s,0,20,18,0.87,5,,,,,,Positive,2.15,,,,,,,,,,
3912,Other,Positive,umol CO2/m2/s,0,20,20,0.87,5,,,,,,Positive,2.15,,,,,,,,,,
3913,Other,Positive,umol CO2/m2/s,0,20,20,0.75,5,,,,,,Positive,2.15,,,,,,,,,,
3914,Other,Positive,umol CO2/m2/s,0,20,20,0.89,5,,,,,,Positive,2.15,,,,,,,,,,
3915,Other,Positive,umol CO2/m2/s,0,20,20,0.54,5,,,,,,Positive,2.15,,,,,,,,,,
3916,Other,Positive,umol CO2/m2/s,0,20,20,0.84,5,,,,,,Positive,2.15,,,,,,,,,,
3917,Other,Positive,umol CO2/m2/s,0,20,19,0.78,5,,,,,,Positive,2.15,,,,,,,,,,
3918,Other,Positive,umol CO2/m2/s,0,20,19,0.86,5,,,,,,Positive,2.15,,,,,,,,,,
3919,Other,Positive,umol CO2/m2/s,0,20,19,0.92,5,,,,,,Positive,2.15,,,,,,,,,,
3920,Other,Positive,umol CO2/m2/s,0,20,18,0.86,5,,,,,,Positive,2.15,,,,,,,,,,
3921,Other,Positive,umol CO2/m2/s,0,20,20,0.86,5,,,,,,Positive,2.15,,,,,,,,,,
3922,Other,Positive,umol CO2/m2/s,0,20,16,0.57,5,,,,,,Positive,2.15,,,,,,,,,,
3923,Other,Positive,umol CO2/m2/s,0,20,16,0.91,5,,,,,,Positive,2.15,,,,,,,,,,
3924,Other,Positive,umol CO2/m2/s,0,20,16,0.8,5,,,,,,Positive,2.15,,,,,,,,,,
3925,Other,Positive,umol CO2/m2/s,0,20,15,0.79,5,,,,,,Positive,2.15,,,,,,,,,,
3926,Other,Positive,umol CO2/m2/s,0,20,16,0.89,5,,,,,,Positive,2.15,,,,,,,,,,
3927,Other,Positive,umol CO2/m2/s,0,20,16,0.84,5,,,,,,Positive,2.15,,,,,,,,,,
3928,Other,Positive,umol CO2/m2/s,0,20,16,0.91,5,,,,,,Positive,2.15,,,,,,,,,,
3929,Other,Positive,umol CO2/m2/s,0,20,16,0.88,5,,,,,,Positive,2.15,,,,,,,,,,
3930,Other,Positive,umol CO2/m2/s,0,20,16,0.81,5,,,,,,Positive,2.15,,,,,,,,,,
3931,Other,Positive,umol CO2/m2/s,0,20,16,0.61,5,,,,,,Positive,2.15,,,,,,,,,,
3932,Other,Positive,umol CO2/m2/s,0,20,13,0.67,5,,,,,,Positive,2.15,,,,,,,,,,
3933,Other,Positive,umol CO2/m2/s,0,20,16,0.65,5,,,,,,Positive,2.15,,,,,,,,,,
3934,Other,Positive,umol CO2/m2/s,0,20,16,0.85,5,,,,,,Positive,2.15,,,,,,,,,,
3935,Other,Positive,umol CO2/m2/s,0,20,16,0.85,5,,,,,,Positive,2.15,,,,,,,,,,
3936,Other,Positive,umol CO2/m2/s,0,20,16,0.8,5,,,,,,Positive,2.15,,,,,,,,,,
3937,Other,Positive,umol CO2/m2/s,0,20,16,0.9,5,,,,,,Positive,2.15,,,,,,,,,,
3938,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,25,,0.22,8,,,,,,Mixed,,4.178699192,4.178699192,4.178699192,4.178699192,,,,,,
3939,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,25,,0.24,8,,,,,,Mixed,,1.506817785,1.506817785,1.506817785,1.506817785,,,,,,
3940,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,25,,0.4,8,,,,,,Mixed,,1.537257524,1.537257524,1.537257524,1.537257524,,,,,,
3958,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,30,,0.93,5,0.1598,0.1377,0,,,Mixed,0.633286568,,3.962994792,3.962994792,,3.962994792,3,30,,,
3959,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,30,,0.93,5,0.2177,0.0962,0,,,Mixed,0.569704593,,2.616925093,2.616925093,,2.616925093,3,30,,,
3960,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,18,35,,0.57,5,16.814,0.0642,0,,,None,,,,,,1.9,18,35,,,
3961,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,18,35,,0.5,10,12.374,0.0819,0,,,None,,,,,,2.27,18,35,,,
3962,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,18,35,,0.5,15,15.056,0.1003,0,,,None,,,,,,2.71,18,35,,,
3963,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,18,35,,0.68,15,6.6571,0.1337,0,,,None,,,,,,3.81,18,35,,,
3964,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,18,35,,0.58,15,9.069,0.1211,0,,,None,,,,,,3.36,18,35,,,
4006,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,,,,,,,Mixed,,,,,,,,,,,
4007,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,,,,,,,Mixed,,,,,,,,,,,
4008,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,,,,,,,Mixed,,,,,,,,,,,
4009,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,,,,,,,Mixed,,,,,,,,,,,
4010,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,,,,,,,Mixed,,,,,,,,,,,
4011,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,,,,,,,Mixed,,,,,,,,,,,
4012,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,,,,,,,Mixed,,,,,,,,,,,
4013,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,,,,,,,,,,,Mixed,,,,,,,,,,,
4026,"Exponential, R=a exp(b(T-c))",Positive,mmol CO2/m2/hr,-6,7,,0.66,5,2.53,0.189,0,,,,,,,,,6.6,-6,7,,,
4027,"Exponential, R=a exp(b(T-c))",Positive,mmol CO2/m2/hr,-11,11,,0.68,5,1.66,0.144,0,,,,1.946209738,4.2,,,,4.2,-11,11,,,
4028,"Exponential, R=a exp(b(T-c))",Positive,mmol CO2/m2/hr,-11,12,,0.87,5,2.98,0.134,0,,,,3.161319346,3.8,,,,3.8,-11,12,,,
4044,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-1,23,,,2,1.292,1.837,10,,,None,1.292,2.6,2.1,1.6,1.85,,,,,,
4049,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,,,,,10,,,15,,,,,,,,,,,,,,
4094,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,5,15,,,5,,,,,,Mixed,,,2.5,,,,,,,,
4095,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,10,25,,0.46,5,1.61,0.032221929,0,,,Positive,,,,2.1,,,,,,,
4096,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,10,25,,0.834,5,233.8,0.073,0,,,None,3.062839937,,,2.075080608,,2.075080608,10,25,,,
4097,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,10,25,,0.863,5,161.7,0.092,0,,,None,2.561567273,,,2.50929039,,2.50929039,10,25,,,
4098,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,23,12,0.8,12,41.05,0.147,0,,,None,1.127121859,4.349235141,4.349235141,4.349235141,4.349235141,,,,,,
4099,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,23,12,0.72,12,43.33,0.129,0,,,Positive,0.993741423,3.632786556,3.632786556,3.632786556,3.632786556,,,,,,
4100,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,23,13,0.93,12,56.63,0.125,0,,,None,1.247841677,3.490342957,3.490342957,3.490342957,3.490342957,,,,,,
4101,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,23,13,0.91,12,50.77,0.117,0,,,Positive,1.032705595,3.221992639,3.221992639,3.221992639,3.221992639,,,,,,
4102,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,,,,,5,116.78,0.08,0,,,,1.640774429,2.225540928,2.225540928,2.225540928,2.225540928,,,,,,
4103,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,,,,,5,116.78,0.08,0,,,,1.640774429,2.225540928,2.225540928,2.225540928,2.225540928,,,,,,
4104,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,2,23,,0.77,12,55.636,0.124,0,,,Mixed,1.213740598,,3.455613465,3.455613465,,,,,,,
4105,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,2,23,,0.8,12,58.26,0.133,0,,,Mixed,1.390679216,,3.781043388,3.781043388,,,,,,,
4106,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,2,23,,0.8,12,59.64,0.128,0,,,Mixed,1.354189351,,3.596639726,3.596639726,,,,,,,
4107,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/hr,5,24,,0.66,1,0.0252,0.0971,0,,,,1.540340505,,2.640583723,2.640583723,,,,,,,
4108,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/hr,5,24,,0.66,1,0.0252,0.0971,0,,,,1.540340505,,2.640583723,2.640583723,,,,,,,
4109,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,20,22,0.837,5,3.239,0.102,10,,,Mixed,3.239,,2.78,2.78,,,,,,,
4110,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,20,13,0.852,5,4.183,0.078,10,,,Positive,4.183,,2.18,2.18,,,,,,,
4111,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,20,13,0.84,5,2.791,0.07,10,,,Mixed,2.791,,2.02,2.02,,,,,,,
4112,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,0,22,,0.635,10,47.564,0.0771,0,,,Positive,0.649178665,2.1619271,2.1619271,2.1619271,2.1619271,2.1619271,0,22,,,
4113,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,1,24,,0.73,5,16.776,0.1092,0,,,Positive,0.315633299,2.980228573,2.980228573,2.980228573,2.980228573,2.980228573,1,24,,,
4114,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,2,30,,0.732,10,11.063,0.0877,0,,,Positive,0.167878081,,2.403677846,2.403677846,,2.403677846,2,30,,,
4115,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,0,22,,0.635,10,47.564,0.0771,0,,,Positive,0.649178665,2.1619271,2.1619271,2.1619271,2.1619271,2.1619271,0,22,,,
4116,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,1,24,,0.73,5,16.776,0.1092,0,,,Positive,0.315633299,2.980228573,2.980228573,2.980228573,2.980228573,2.980228573,1,24,,,
4117,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,2,30,,0.732,10,11.063,0.0877,0,,,Positive,0.167878081,,2.403677846,2.403677846,,2.403677846,2,30,,,
4118,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,0,22,,0.635,10,47.564,0.0771,0,,,Positive,0.649178665,2.1619271,2.1619271,2.1619271,2.1619271,2.1619271,0,22,,,
4119,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,1,24,,0.73,5,16.776,0.1092,0,,,Positive,0.315633299,2.980228573,2.980228573,2.980228573,2.980228573,2.980228573,1,24,,,
4120,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,2,30,,0.732,10,11.063,0.0877,0,,,Positive,0.167878081,,2.403677846,2.403677846,,2.403677846,2,30,,,
4125,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,25,,,2,1.39,0.07,0,,,None,2.799,1.96,1.96,1.96,1.96,,,,,,
4126,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,25,,,2,1.55,0.06,0,,,Positive,2.824,1.85,1.85,1.85,1.85,,,,,,
4127,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,25,,,2,1.24,0.08,0,,,None,2.76,2.18,2.18,2.18,2.18,,,,,,
4128,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,25,,,2,1.47,0.07,0,,,None,2.96,1.92,1.92,1.92,1.92,,,,,,
4129,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,25,,,2,0.99,0.09,0,,,None,2.435,2.29,2.29,2.29,2.29,,,,,,
4130,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,25,,,2,1.59,0.06,0,,,Positive,2.897,1.87,1.87,1.87,1.87,,,,,,
4150,Other,Positive,umol CO2/m2/s,10,40,,,,,,,,,Positive,,,,,,,,,,,
4151,Other,Positive,umol CO2/m2/s,10,40,,,,,,,,,Positive,,,,,,,,,,,
4152,Other,Positive,umol CO2/m2/s,10,40,,,,,,,,,Positive,,,,,,,,,,,
4153,Other,Positive,umol CO2/m2/s,10,40,,,,,,,,,Positive,,,,,,,,,,,
4154,Other,Positive,umol CO2/m2/s,10,40,,,,,,,,,Positive,,,,,,,,,,,
4155,Other,Positive,umol CO2/m2/s,10,40,,,,,,,,,Positive,,,,,,,,,,,
4156,Other,Positive,umol CO2/m2/s,10,40,,,,,,,,,Positive,,,,,,,,,,,
4157,Other,Positive,umol CO2/m2/s,10,40,,,,,,,,,Positive,,,,,,,,,,,
4158,Other,Positive,umol CO2/m2/s,10,40,,,,,,,,,Positive,,,,,,,,,,,
4159,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-5,15,58,0.87,5,0.64,0.101,0,,,None,1.75718465,2.745601015,2.745601015,,,,,,,,
4160,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,1,25,,0.97,12,44.07,0.15,0,,,Mixed,1.246894175,4.48168907,4.48168907,4.48168907,4.48168907,,,,,,
4161,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,1,25,,0.93,12,56.63,0.13,0,,,None,1.311819888,3.669296668,3.669296668,3.669296668,3.669296668,,,,,,
4162,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,1,25,,0.94,12,43.33,0.13,0,,,Mixed,1.003728691,3.669296668,3.669296668,3.669296668,3.669296668,,,,,,
4163,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,1,25,,0.91,12,50.77,0.12,0,,,None,1.064156163,3.320116923,3.320116923,3.320116923,3.320116923,,,,,,
4164,Other,Positive,umol CO2/m2/s,,,,0.96,,,,,,,,1.37,,,,,,,,,,
4167,Other,Positive,umol CO2/m2/s,,,,0.84,,,,,,,,1.37,,,,,,,,,,
4168,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-10,15,,,5,,,,,,Positive,,,,,,,,,,,
4169,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-10,15,,,5,,,,,,Positive,,,,,,,,,,,
4170,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-10,15,,,5,,,,,,Positive,,,,,,,,,,,
4171,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-10,15,,,5,,,,,,Positive,,,,,,,,,,,
4172,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-10,15,,,5,,,,,,Positive,,,,,,,,,,,
4173,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-10,15,,,5,,,,,,Positive,,,,,,,,,,,
4174,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-10,15,,,5,,,,,,Positive,,,,,,,,,,,
4175,"Exponential, log(R)=a+b(T-c)",Positive,umol CO2/m2/s,3,16,,,,-0.57,0.123,0,,,,4.570881896,,16.98243652,,,,,,,,
4176,"Exponential, log(R)=a+b(T-c)",Positive,umol CO2/m2/s,3,20,,,,-0.48,0.083,0,,,,2.238721139,,6.760829754,6.760829754,,,,,,,
4177,"Exponential, log(R)=a+b(T-c)",Positive,umol CO2/m2/s,3,16,,,,-0.91,0.12,0,,,,1.9498446,,15.84893192,,,,,,,,
4178,"Exponential, log(R)=a+b(T-c)",Positive,umol CO2/m2/s,3,20,,,,-0.83,0.094,0,,,,1.288249552,,8.7096359,8.7096359,,,,,,,
4179,"Exponential, log(R)=a+b(T-c)",Positive,umol CO2/m2/s,3,16,,,,-0.28,0.118,0,,,,7.943282347,,15.13561248,,,,,,,,
4180,"Exponential, log(R)=a+b(T-c)",Positive,umol CO2/m2/s,3,20,,,,-0.54,0.117,0,,,,4.265795188,,14.79108388,14.79108388,,,,,,,
4181,"Exponential, log(R)=a+b(T-c)",Positive,umol CO2/m2/s,3,16,,,,-0.58,0.096,0,,,,2.398832919,,9.120108394,,,,,,,,
4182,"Exponential, log(R)=a+b(T-c)",Positive,umol CO2/m2/s,3,20,,,,-0.7,0.106,0,,,,2.290867653,,11.48153621,11.48153621,,,,,,,
4183,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,18,32,13,0.73,5,0.1725,0.1041,0,,,,,,,,,2.83,18,32,,,
4184,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,18,34,13,0.72,5,0.3004,0.0584,0,,,,,,,,,1.79,18,34,,,
4185,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,18,32,13,0.64,5,0.192,0.088,0,,,,,,,,,2.41,18,32,,,
4186,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,18,34,13,0.54,5,0.3005,0.0526,0,,,,,,,,,1.69,18,34,,,
4187,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-0.4,19.3,,0.89,2,0.8,0.1,0,,,None,2.174625463,2.718281828,2.718281828,2.718281828,2.718281828,,,,,,
4188,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-2.2,21.6,,0.94,2,0.93,0.08,0,,,None,2.069753063,2.225540928,2.225540928,2.225540928,2.225540928,,,,,,
4189,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-2.5,24.2,,0.89,2,1.29,0.07,0,,,None,2.597740993,2.013752707,2.013752707,2.013752707,2.013752707,,,,,,
4190,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-1.6,27,,0.93,2,1.53,0.06,0,,,None,2.787841765,1.8221188,1.8221188,1.8221188,1.8221188,,,,,,
4191,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-0.7,25.8,,0.88,2,2.24,0.07,0,,,None,4.510806065,2.013752707,2.013752707,2.013752707,2.013752707,,,,,,
4192,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-0.4,19.3,,0.89,2,0.8,0.1,0,,,None,2.174625463,2.718281828,2.718281828,2.718281828,2.718281828,,,,,,
4193,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-2.2,21.6,,0.94,2,0.93,0.08,0,,,None,2.069753063,2.225540928,2.225540928,2.225540928,2.225540928,,,,,,
4194,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-2.5,24.2,,0.89,2,1.29,0.07,0,,,None,2.597740993,2.013752707,2.013752707,2.013752707,2.013752707,,,,,,
4195,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-1.6,27,,0.93,2,1.53,0.06,0,,,None,2.787841765,1.8221188,1.8221188,1.8221188,1.8221188,,,,,,
4196,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-0.7,25.8,,0.88,2,2.24,0.07,0,,,None,4.510806065,2.013752707,2.013752707,2.013752707,2.013752707,,,,,,
4197,"Exponential (2nd order), R=exp(a+b(T-d)+c(T-d)^2)",Negative,kg C/ha/day,8,22,,0.44,12,0.87162,0.26033,-0.01062,0,,Mixed,1.077,,,0.56,,,,,,,
4198,Other,Positive,umol CO2/m2/s,8,30,,0.92,20,,,,,,Mixed,,,,,,,,,,,
4199,Other,Positive,umol CO2/m2/s,8,30,,0.92,20,,,,,,Mixed,,,,,,,,,,,
4200,Other,Positive,umol CO2/m2/s,8,30,,0.92,20,,,,,,Mixed,,,,,,,,,,,
4201,Other,Positive,umol CO2/m2/s,8,30,,0.92,20,,,,,,Mixed,,,,,,,,,,,
4202,Other,Positive,umol CO2/m2/s,8,30,,0.92,20,,,,,,Mixed,,,,,,,,,,,
4203,Other,Positive,umol CO2/m2/s,8,30,,0.92,20,,,,,,Mixed,,,,,,,,,,,
4229,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,-2,22,,0.71,10,0.087,0.136,0,,,,2.139954654,3.896193302,3.896193302,3.896193302,3.896193302,,,,,,
4230,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,-2,22,,0.61,10,0.092,0.125,0,,,,2.027219394,3.490342957,3.490342957,3.490342957,3.490342957,,,,,,
4231,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,-2,22,,0.71,10,0.069,0.134,0,,,,1.663598497,3.819043505,3.819043505,3.819043505,3.819043505,,,,,,
4234,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.57,5,1.86,333,10,-46.02,,,1.86,,2.66,2.66,,,,,,,
4235,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.91,5,2.23,333,10,-46.02,,,2.23,,2.66,2.66,,,,,,,
4236,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.8,5,1.94,333,10,-46.02,,,1.94,,2.66,2.66,,,,,,,
4237,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.79,5,2.88,333,10,-46.02,,,2.88,,2.66,2.66,,,,,,,
4238,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.89,5,2.58,333,10,-46.02,,,2.58,,2.66,2.66,,,,,,,
4239,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.84,5,2.05,333,10,-46.02,,,2.05,,2.66,2.66,,,,,,,
4240,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.91,5,2.49,333,10,-46.02,,,2.49,,2.66,2.66,,,,,,,
4241,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.88,5,2.49,333,10,-46.02,,,2.49,,2.66,2.66,,,,,,,
4242,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.81,5,1.88,333,10,-46.02,,,1.88,,2.66,2.66,,,,,,,
4243,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.61,5,2.36,333,10,-46.02,,,2.36,,2.66,2.66,,,,,,,
4263,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,38,,0.448,-200,0.322,0.03,0,,,Negative,0.434654536,,,1.35,,1.35,10,38,,,
4264,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,38,,0.295,-200,0.21,0.034,0,,,Negative,0.295038994,,,1.405,,1.405,10,38,,,
4265,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,10,38,,0.216,-200,0.142,0.0645,0,,,Negative,0.270650158,,,1.522,,1.522,10,38,,,
4274,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,10,28,10,0.23,-200,-11.725,2.203,0,,,Positive,0.238541667,,,3.137797186,,2.4,10,28,,,
4275,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,10,25,10,0.31,-200,2.75,1.213,0,,,Negative,0.344444444,,,1.815188172,,1.7,10,25,,,
4276,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,10,28,10,0.04,-200,18.181,2.162,0,,,Positive,0.921319444,,,1.543202432,,1.46,10,28,,,
4277,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,10,25,10,0.09,-200,14.139,1.258,0,,,Positive,0.61849537,,,1.470826004,,1.43,10,25,,,
4281,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,10,33,,0.13,5,0.0522,0.0351,0,,,Positive,0.47,,,1.42,,1.42,10,33,,,
4282,"R10 (L&T), R=a exp(b((1/c)-(1/(T-d)))",Positive,umol CO2/m2/s,4,17,,0.87,10,,,,,,Mixed,2.06,,3.97,,,3.97,4,17,,,
4283,"R10 (L&T), R=a exp(b((1/c)-(1/(T-d)))",Positive,umol CO2/m2/s,4,17,,0.83,10,,,,,,Mixed,2.05,,3.3,,,3.3,4,17,,,
