Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Site_ID,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Collar_height,Collar_depth,Chamber_area,Time_of_day,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes
4749,2013-05-27,6245,Campoe,,,BBL,Brazil,São Paulo,,BR-SAP-PLOT9,2008.5,1,-22.96777778,-48.82777778,755,Fertilized,,6,6,Eucalyptus grandis,Tropical,Forest,Managed,Deciduous,Aggrading,Oxisols,Dry,,,57,8,35,19.2,1391,,19.2,1646,IRGA,,4,314,,14,1,,1326,,,,,,,,,,,,,,,,3557,,,,1435,,,849,479,,,,,23.7,,72400,,,,,,,
4750,2013-05-27,6245,Campoe,,,BBL,Brazil,São Paulo,,BR-SAP-PLOT10,2008.5,1,-22.96777778,-48.82777778,756,Fertilized,,6,6,Eucalyptus grandis,Tropical,Forest,Managed,Deciduous,Aggrading,Oxisols,Dry,,,57,8,35,19.2,1391,,19.2,1646,IRGA,,4,314,,14,1,,1464,,,,,,,,,,,,,,,,3643,,,,1405,,,992,434,,,,,24.3,,72800,,,,,,,
4751,2013-05-27,6245,Campoe,,,BBL,Brazil,São Paulo,,BR-SAP-PLOT11,2008.5,1,-22.96777778,-48.82777778,756,Fertilized,,6,6,Eucalyptus grandis,Tropical,Forest,Managed,Deciduous,Aggrading,Oxisols,Dry,,,57,8,35,19.2,1391,,19.2,1646,IRGA,,4,314,,14,1,,1384,,,,,,,,,,,,,,,,3383,,,,1351,,,833,548,,,,,24,,71000,,,,,,,
4752,2013-05-27,6245,Campoe,,,BBL,Brazil,São Paulo,,BR-SAP-PLOT12,2008.5,1,-22.96777778,-48.82777778,756,Fertilized,,6,6,Eucalyptus grandis,Tropical,Forest,Managed,Deciduous,Aggrading,Oxisols,Dry,,,57,8,35,19.2,1391,,19.2,1646,IRGA,,4,314,,14,1,,1456,,,,,,,,,,,,,,,,3329,,,,1222,,,1024,442,,,,,23,,63800,,,,,,,
4753,2013-05-27,6246,Caprez,,,BBL,Switzerland,,,CH-SAH-SALIX,2009,1,46.61,8.52,1512,None,,,40,Salix fragilis,Temperate,Forest,Natural,Deciduous,Mature,,Dry,,,,,,,,,3.7,744,IRGA,7,3,314,,21,1,,836,5,,,,,,,,,,,,,,,,,,,,,97,,117,,,,3.9,38.4,,,,,,,4800,50,
4754,2013-05-27,6246,Caprez,,,BBL,Switzerland,,,CH-SAH-ACER,2009,1,47.55,8,313,None,,,50,Acer platanoides,Temperate,Forest,Natural,Deciduous,Mature,,Dry,,,,,,,,,10.5,833,IRGA,7,3,314,,21,1,,933,40,,,,,,,,,,,,,,,,,,,,,28,,235,,,,5.25,48.3,,,,,,,15300,50,
4755,2013-05-27,6247,Caquet,,,BBL,Republic of Congo,,,CO-ATC,2007,1.5,-4.289166667,11.65641667,80,None,,,,Loudetia simplex,Tropical,Grassland,Unmanaged,Deciduous,Mature,Ferralic Arenosols,Dry,,,,,,25,1200,,,2183,IRGA,7,2,78.5,,14,1,Other,1084,,,,648,437,0.4,,,,,,,,,,,,,,,,335,924,,,,,,,,,,,,,,,
4756,2013-05-27,6247,Caquet,,,BBL,Republic of Congo,,,CO-ATC,2009.5,1.5,-4.289166667,11.65641667,80,None,,,,Loudetia simplex,Tropical,Grassland,Unmanaged,Deciduous,Mature,Ferralic Arenosols,Dry,,,,,,25,1200,,,1085,IRGA,7,2,78.5,,14,1,Other,887,,,,463,424,0.48,,,,,,,,,,,,,,,,402,924,,,,,,,,,,,,,,,
4757,2013-05-27,6248,Carter,,,BBL,Estonia,,Männikjärve,EE-MAN-CK,2008.5,1,58.86666667,26.23333333,80,None,,,,Sphagnum fuscum; S. rubellum; Scheuchzeria palustris; Ledum palustre; Vaccinium oxycoccus; Chamaedaphne calyculata; Betula pubescencs; Pinus sylvestris,Temperate,Wetland,Natural,Deciduous,Mature,Histosol,Wet,,,,,,,,,4.3,889,IRGA,,7.5,,,21,1,,528,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4758,2013-05-27,6248,Carter,,,BBL,Estonia,,Männikjärve,EE-MAN-DRAIN,2008.5,1,58.86666667,26.23333333,80,Drained,,,,Sphagnum fuscum; S. rubellum; Scheuchzeria palustris; Ledum palustre; Vaccinium oxycoccus; Chamaedaphne calyculata; Betula pubescencs; Pinus sylvestris,Temperate,Wetland,Natural,Deciduous,Mature,Histosol,Wet,,,,,,,,,6,,IRGA,,7.5,,,21,1,,226,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4759,2013-05-27,6248,Carter,,,BBL,Sweden,,Storflaket,SE-STO-CK,2007,1,68.333,18.96666667,380,None,,,,Sphagnum fuscum; S. balticum; E. nigrum; Andromeda polifolia; Rubus chamaemorus; E. vaginatum,Temperate,Wetland,Natural,Deciduous,Mature,Histosol,Wet,,,,,,,,,-0.3,311,IRGA,,7.5,,,21,1,,231,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4760,2013-05-27,6248,Carter,,,BBL,Sweden,,Storflaket,SE-STO-FERT,2007,1,68.333,18.96666667,380,Fertilized,NH4NO3,,,Sphagnum fuscum; S. balticum; E. nigrum; Andromeda polifolia; Rubus chamaemorus; E. vaginatum,Temperate,Wetland,Natural,Deciduous,Mature,Histosol,Wet,,,,,,,,,-0.3,311,IRGA,,7.5,,,21,1,,265,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761,2013-05-27,6248,Carter,,,BBL,Sweden,,Fäjemyr,SE-FAJ-CK,2007,1,56.25,13.55,140,None,,,,Calluna vulgaris; Erica tetralix; S. magellanicum; S. rubellum; E. vaginatum,Temperate,Wetland,Natural,Deciduous,Mature,Histosol,Wet,,,,,,,,,7.1,626,IRGA,,7.5,,,21,1,,522,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,2013-05-27,6248,Carter,,,BBL,Sweden,,Fäjemyr,SE-FAJ-FERT,2007,1,56.25,13.55,140,Fertilized,NH4NO3,,,Calluna vulgaris; Erica tetralix; S. magellanicum; S. rubellum; E. vaginatum,Temperate,Wetland,Natural,Deciduous,Mature,Histosol,Wet,,,,,,,,,7.1,626,IRGA,,7.5,,,21,1,,585,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,2013-05-27,6248,Carter,,,BBL,United Kingdom,,Whim,GB-WHI-CK,2006.5,1,55.75,-3.266666667,280,None,,,,Calluna vulgaris; E. vaginatum; S. capillifolium,Temperate,Wetland,Natural,Deciduous,Mature,Histosol,Wet,,,,,,,,,8.5,1092,IRGA,,7.5,,,21,1,,572,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4764,2013-05-27,6248,Carter,,,BBL,United Kingdom,,Whim,GB-WHI-NH4,2006.5,1,55.75,-3.266666667,280,Fertilized,NH4,,,Calluna vulgaris; E. vaginatum; S. capillifolium,Temperate,Wetland,Natural,Deciduous,Mature,Histosol,Wet,,,,,,,,,8.5,1092,IRGA,,7.5,,,21,1,,535,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4765,2013-05-27,6248,Carter,,,BBL,United Kingdom,,Whim,GB-WHI-NO3,2006.5,1,55.75,-3.266666667,280,Fertilized,NO3,,,Calluna vulgaris; E. vaginatum; S. capillifolium,Temperate,Wetland,Natural,Deciduous,Mature,Histosol,Wet,,,,,,,,,8.5,1092,IRGA,,7.5,,,21,1,,496,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,2013-05-27,6248,Carter,,,BBL,United Kingdom,,Clocaenog,GB-CLO-CK,2006.5,1,53.05,-3.466666667,490,None,,,,Calluna vulgaris; Vaccinium myrtillus; E. nigrum,Temperate,Shrubland,Natural,Deciduous,Mature,Peaty podzol,Wet,,,,,,,,,7.5,1351,IRGA,,7.5,,,21,1,,518,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,2013-05-27,6248,Carter,,,BBL,United Kingdom,,Clocaenog,GB-CLO-DRY,2006.5,1,53.05,-3.466666667,490,Drought,,,,Calluna vulgaris; Vaccinium myrtillus; E. nigrum,Temperate,Shrubland,Natural,Deciduous,Mature,Peaty podzol,Wet,,,,,,,,,7.7,1130,IRGA,,7.5,,,21,1,,633,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,2013-05-27,6248,Carter,,,BBL,United Kingdom,,Clocaenog,GB-CLO-HEAT,2006.5,1,53.05,-3.466666667,490,Warmed,,,,Calluna vulgaris; Vaccinium myrtillus; E. nigrum,Temperate,Shrubland,Natural,Deciduous,Mature,Peaty podzol,Wet,,,,,,,,,7.9,1127,IRGA,,7.5,,,21,1,,584,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4769,2013-05-27,6248,Carter,,,BBL,Denmark,,Mols,DK-MOLS-CK,2003.5,1,56.38333333,10.48333333,57,None,,,,Calluna vulgaris; Deschampsia flexuosa,Temperate,Shrubland,Natural,Deciduous,Mature,Sandy podzol,Dry,,,,,,,,,8.7,668,IRGA,,7.5,,,21,1,,732,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4770,2013-05-27,6248,Carter,,,BBL,Denmark,,Mols,DK-MOLS-DRY,2003.5,1,56.38333333,10.48333333,57,Drought,,,,Calluna vulgaris; Deschampsia flexuosa,Temperate,Shrubland,Natural,Deciduous,Mature,Sandy podzol,Dry,,,,,,,,,8.9,563,IRGA,,7.5,,,21,1,,513,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,2013-05-27,6248,Carter,,,BBL,Denmark,,Mols,DK-MOLS-HEAT,2003.5,1,56.38333333,10.48333333,57,Warmed,,,,Calluna vulgaris; Deschampsia flexuosa,Temperate,Shrubland,Natural,Deciduous,Mature,Sandy podzol,Dry,,,,,,,,,9.7,,IRGA,,7.5,,,21,1,,730,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772,2013-05-27,6248,Carter,,,BBL,Denmark,,Brandbjerg,DK-BRA-CK,2006.5,1,55.88333333,11.96666667,9,None,,,,Calluna vulgaris; Deschampsia flexuosa,Temperate,Shrubland,Natural,Deciduous,Mature,Sandy podzol,Dry,,,,,,,,,10.2,714,IRGA,,7.5,,,21,1,,651,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,2013-05-27,6248,Carter,,,BBL,Denmark,,Brandbjerg,DK-BRA-DRY,2006.5,1,55.88333333,11.96666667,9,Drought,,,,Calluna vulgaris; Deschampsia flexuosa,Temperate,Shrubland,Natural,Deciduous,Mature,Sandy podzol,Dry,,,,,,,,,,,IRGA,,7.5,,,21,1,,600,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4774,2013-05-27,6248,Carter,,,BBL,Denmark,,Brandbjerg,DK-BRA-HEAT,2006.5,1,55.88333333,11.96666667,9,Warmed,,,,Calluna vulgaris; Deschampsia flexuosa,Temperate,Shrubland,Natural,Deciduous,Mature,Sandy podzol,Dry,,,,,,,,,,,IRGA,,7.5,,,21,1,,659,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4775,2013-05-27,6248,Carter,,,BBL,Netherlands,,Oldebroek,NL-OLD-CK,1999,1,52.4,5.9,25,None,,,,Calluna vulgaris,Temperate,Shrubland,Natural,Deciduous,Mature,Sandy podzol,Dry,,,,,,,,,8.3,986,IRGA,,7.5,,,21,1,,310,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4776,2013-05-27,6248,Carter,,,BBL,Netherlands,,Oldebroek,NL-OLD-DRY,1999,1,52.4,5.9,25,Drought,,,,Calluna vulgaris,Temperate,Shrubland,Natural,Deciduous,Mature,Sandy podzol,Dry,,,,,,,,,,792,IRGA,,7.5,,,21,1,,285,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4777,2013-05-27,6248,Carter,,,BBL,Netherlands,,Oldebroek,NL-OLD-HEAT,1999,1,52.4,5.9,25,Warmed,,,,Calluna vulgaris,Temperate,Shrubland,Natural,Deciduous,Mature,Sandy podzol,Dry,,,,,,,,,9.6,855,IRGA,,7.5,,,21,1,,330,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4778,2013-05-27,6248,Carter,,,BBL,Spain,,Garraf,ES-GAR-CK,2007.5,1,41.31666667,1.816666667,210,None,,,,Erica multiflora; Globularia alypum,Temperate,Shrubland,Natural,Deciduous,Mature,Petrocalcic calcisol,Dry,,,,,,,,,15.6,550,IRGA,,7.5,,,21,1,,390,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4779,2013-05-27,6248,Carter,,,BBL,Spain,,Garraf,ES-GAR-DRY,2007.5,1,41.31666667,1.816666667,210,Drought,,,,Erica multiflora; Globularia alypum,Temperate,Shrubland,Natural,Deciduous,Mature,Petrocalcic calcisol,Dry,,,,,,,,,15.8,397,IRGA,,7.5,,,21,1,,298,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4780,2013-05-27,6248,Carter,,,BBL,Spain,,Garraf,ES-GAR-HEAT,2007.5,1,41.31666667,1.816666667,210,Warmed,,,,Erica multiflora; Globularia alypum,Temperate,Shrubland,Natural,Deciduous,Mature,Petrocalcic calcisol,Dry,,,,,,,,,16.1,520,IRGA,,7.5,,,21,1,,335,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4781,2013-05-27,6257,Christiansen,,,BBL,Denmark,Greenland,Zackenberg,DK-ZACK,2009,1,74.5,-21,,None,,,,Dryas octopetala; Kobresia myosuroides; Carex rupestris; Poa glauca,Arctic,Desert,Natural,Deciduous,Mature,,Dry,,,,,,-7.8,261,,,,IRGA,23,10,81.7,,,,,,,,,,,,,0.561,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,15500,60,
4782,2013-05-27,6263,Correia,,,BBL,Portugal,,Pegoes,PT-PEG,2004,2,38.63333333,-8.6,,None,,,9,Eucalyptus globulus,Mediterranean,Forest,Natural,Deciduous,Mature,,Dry,,13.2,,,,,,,,,IRGA,,5,,,10,1,,833,38,,,,,,2.1,2,2.7,1.9,,,,,,,,,,,,,,106,,,,2.6,,,6950,,,,,,,
4783,2013-05-27,6263,Correia,,,BBL,Portugal,,Mitra,PT-MIT,2008.5,1,38.51666667,-8.016666667,,None,,,22,Quercus suber,Mediterranean,Forest,Natural,Deciduous,Mature,,Dry,,14.5,,,,,,,,,IRGA,,5,,,10,1,,1022,114,,,,,,3.6,2.1,2.7,2.3,,,,,,,,,,,,,,73,,,,3.8,,,,,,,,,,
4784,2013-05-27,6263,Correia,,,BBL,Portugal,,Monte Novo,PT-MON,2005.5,1,38.46666667,-8.633333333,,None,,,45,Pinus pinea,Mediterranean,Forest,Natural,Deciduous,Mature,,Dry,,,,,,,,,,,IRGA,,5,,,10,1,,757,114,,,,,,2.8,1.7,1.9,1.3,,,,,,,,,,,,,,135.5,,,,3.2,,,6200,,,,,,,
4785,2013-05-27,6263,Correia,,,BBL,Portugal,,Coruche,PT-COR,2008.5,1,39.13333333,-8.316666667,,None,,,60,Quercus suber,Mediterranean,Forest,Natural,Deciduous,Mature,,Dry,,20.9,,,,,,,,,IRGA,,5,,,10,1,,946,76,,,,,,2.8,2.3,,2.4,,,,,,,,,,,,,,103.5,,,,3.1,,,2750,,,,,,,
4786,2013-05-27,6263,Correia,,,BBL,Portugal,,Alfarrobeira,PT-ALF,1999,1,38.53333333,-8,,None,,,,Quercus ilex,Mediterranean,Forest,Natural,Deciduous,Mature,,Dry,,11.5,,,,,,,,,IRGA,,5,,,10,1,,1060,76,,,,,,3.2,1.2,2.9,3.5,,,,,,,,,,,,,,48,,,,1.6,,,,,,,,,,
4787,2013-05-27,6263,Correia,,,BBL,Portugal,,Vila Viçosa,PT-VIL,2006.5,1,38.78333333,-7.416666667,,None,,,,Grasses,Mediterranean,Grassland,Natural,Deciduous,Mature,,Dry,,,,,,,,,,,IRGA,,5,,,10,1,,757,76,,,,,,2.7,1.6,1.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4788,2013-05-27,6263,Correia,,,BBL,Portugal,,Montemor,PT-MMO,2008,1,38.6,-8.166666667,,None,,,,Grasses,Mediterranean,Grassland,Natural,Deciduous,Mature,,Dry,,16.4,,,,,,,,,IRGA,,5,,,10,1,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4789,2013-05-27,6263,Correia,,,BBL,Portugal,,Elvas,PT-ELV,2004,3,38.95,-7.2,,None,,,,Grasses,Mediterranean,Grassland,Natural,Deciduous,Mature,,Dry,,9.2,,,,,,,,,IRGA,,5,,,10,1,,870,76,,,,,,2.5,1.1,2.6,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4790,2013-05-28,6268,de Andrés,,Q01,BBL,Spain,,,ES-NOM-CK,2008.5,2,40.533,-3.333,600,None,,,,,Mediterranean,Agriculture,Managed,Deciduous,Aggrading,Calcic Haploxeralf,Dry,,,,,,14.2,386,,,,IRGA,,,78.5,,30,0.75,,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030,10,
4791,2013-05-28,6268,de Andrés,,Q01,BBL,Spain,,,ES-NOM-30MG,2008.5,2,40.533,-3.333,600,Fertilized,30 Mg/ha,,,,Mediterranean,Agriculture,Managed,Deciduous,Aggrading,Calcic Haploxeralf,Dry,,,,,,14.2,386,,,,IRGA,,,78.5,,30,0.75,,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227,10,
4792,2013-05-28,6268,de Andrés,,Q01,BBL,Spain,,,ES-NOM-60MG,2008.5,2,40.533,-3.333,600,Fertilized,60 Mg/ha,,,,Mediterranean,Agriculture,Managed,Deciduous,Aggrading,Calcic Haploxeralf,Dry,,,,,,14.2,386,,,,IRGA,,,78.5,,30,0.75,,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1496.5,10,
4793,2013-05-28,6268,de Andrés,,Q01,BBL,Spain,,,ES-NOM-90MG,2008.5,2,40.533,-3.333,600,Fertilized,90 Mg/ha,,,,Mediterranean,Agriculture,Managed,Deciduous,Aggrading,Calcic Haploxeralf,Dry,,,,,,14.2,386,,,,IRGA,,,78.5,,30,0.75,,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772,10,
4794,2013-05-28,6272,Deng,,,BBL,China,Guangdong,Dinghushan Forest Ecosystem Research Station-PF,CN-DHS-PFIRG,2007,3,23.17,112.6,250,Irrigated,2x precip,,50,Pinus massoniana,Subtropical,Forest,Unmanaged,Evergreen,Aggrading,,Dry,1.32,,49,26,24,21.4,1956,,,,IRGA,5,3,80,,10,1,,961,42,,,,,,,,,,,,,,,,,,,,,,,349.5,,,,4.3,,,61300,,,,218,105200,60,
4795,2013-05-28,6272,Deng,,,BBL,China,Guangdong,Dinghushan Forest Ecosystem Research Station-MF,CN-DHS-MFIRG,2008,3,23.17,112.6,260,Irrigated,2x precip,,100,Schima superba; Castanopsis chinensis; Craibiodendron scleranthum,Subtropical,Forest,Unmanaged,Evergreen,Mature,,Dry,1.1,,48,22,30,21.4,1956,,,,IRGA,5,3,80,,10,1,,1230,45,,,,,,,,,,,,,,,,,,,,,,,400.5,,,,6.5,,,82100,,,,248.5,111300,60,
4796,2013-05-28,6272,Deng,,,BBL,China,Guangdong,Dinghushan Forest Ecosystem Research Station-BF,CN-DHS-BFIRG,2009,3,23.17,112.6,260,Irrigated,2x precip,,400,Castanopsis chinensis; Cryptocarya concinna; Schima superba; Machilus chinensis,Subtropical,Forest,Unmanaged,Evergreen,Mature,,Dry,0.86,,38,27,35,21.4,1956,,,,IRGA,5,3,80,,10,1,,1166,42,,,,,,,,,,,,,,,,,,,,,,,315.5,,,,7.8,,,145200,,,,164,164100,60,
4797,2013-05-28,6272,Deng,,,BBL,China,Guangdong,Dinghushan Forest Ecosystem Research Station-PF,CN-DHS-PFCK,2007,3,23.17,112.6,250,None,,,50,Pinus massoniana,Subtropical,Forest,Unmanaged,Evergreen,Aggrading,,Dry,1.32,,49,26,24,21.4,1956,,,,IRGA,5,3,80,,10,1,,833,42,,,,,,,,,,,,,,,,,,,,,,,349.5,,,,4.3,,,61300,,,,218,105200,60,
4798,2013-05-28,6272,Deng,,,BBL,China,Guangdong,Dinghushan Forest Ecosystem Research Station-MF,CN-DHS-MFCK,2008,3,23.17,112.6,260,None,,,100,Schima superba; Castanopsis chinensis; Craibiodendron scleranthum,Subtropical,Forest,Unmanaged,Evergreen,Mature,,Dry,1.1,,48,22,30,21.4,1956,,,,IRGA,5,3,80,,10,1,,1150,49,,,,,,,,,,,,,,,,,,,,,,,400.5,,,,6.5,,,82100,,,,248.5,111300,60,
4799,2013-05-28,6272,Deng,,,BBL,China,Guangdong,Dinghushan Forest Ecosystem Research Station-BF,CN-DHS-BFCK,2009,3,23.17,112.6,260,None,,,400,Castanopsis chinensis; Cryptocarya concinna; Schima superba; Machilus chinensis,Subtropical,Forest,Unmanaged,Evergreen,Mature,,Dry,0.86,,38,27,35,21.4,1956,,,,IRGA,5,3,80,,10,1,,1158,49,,,,,,,,,,,,,,,,,,,,,,,315.5,,,,7.8,,,145200,,,,164,164100,60,
4800,2013-05-28,6278,Drake,,,BBL,USA,North Carolina,Duke FACE,US-DFACE-CK,2010,1,35.97,-79.08,,None,,,,Pinus taeda,Subtropical,Forest,Unmanaged,Evergreen,Aggrading,,Dry,,,,,,,,,,,IRGA,,,490.63,,,,Exclusion,,,,,,,,,,,,,,,0.44,Summer,,,,,,,,,,,,,,,,,,,85,,,,
4801,2013-05-28,6278,Drake,,,BBL,USA,North Carolina,Duke FACE,US-DFACE-11N,2010,1,35.97,-79.08,,Fertilized,11.2 gN/m2/yr,,,Pinus taeda,Subtropical,Forest,Unmanaged,Evergreen,Aggrading,,Dry,,,,,,,,,,,IRGA,,,490.63,,,,Exclusion,,,,,,,,,,,,,,,0.09,Summer,,,,,,,,,,,,,,,,,,,60,,,,
4802,2013-05-28,6278,Drake,,,BBL,USA,North Carolina,Duke FACE,US-DFACE-600PPM,2010,1,35.97,-79.08,,CO2,+200 ppm,,,Pinus taeda,Subtropical,Forest,Unmanaged,Evergreen,Aggrading,,Dry,,,,,,,,,,,IRGA,,,490.63,,,,Exclusion,,,,,,,,,,,,,,,0.38,Summer,,,,,,,,,,,,,,,,,,,77.5,,,,
4803,2013-05-28,6278,Drake,,,BBL,USA,North Carolina,Duke FACE,US-DFACE-11N600PPM,2010,1,35.97,-79.08,,"Fertilized, CO2","11.2 gN/m2/yr, +200 ppm",,,Pinus taeda,Subtropical,Forest,Unmanaged,Evergreen,Aggrading,,Dry,,,,,,,,,,,IRGA,,,490.63,,,,Exclusion,,,,,,,,,,,,,,,0.45,Summer,,,,,,,,,,,,,,,,,,,80,,,,
4804,2013-05-28,6279,Drewer,,,BBL,United Kingdom,,,GB-LIN-SALIXCK,2009,2.5,53.31527778,-0.577777778,,None,,6,1,Salix spp.,Temperate,Agriculture,Managed,Deciduous,Aggrading,Beccles 1 (fine loam over clay),Dry,1.35,,,,,,605,,,,IRGA,,,,,30,1,,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4805,2013-05-28,6279,Drewer,,,BBL,United Kingdom,,,GB-LIN-MXGCK,2009,2.5,53.31527778,-0.577777778,,None,,3,1,Miscanthus x giganteus,Temperate,Agriculture,Managed,Deciduous,Aggrading,Beccles 1 (fine loam over clay),Dry,1.43,,,,,,605,,,,IRGA,,,,,30,1,,545,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,
4806,2013-05-28,6279,Drewer,,,BBL,United Kingdom,,,GB-LIN-WHEATFERT,2009,2.5,53.31527778,-0.577777778,,Fertilized,,,1,Triticum aestivum,Temperate,Agriculture,Managed,Deciduous,Aggrading,Beccles 1 (fine loam over clay),Dry,1.22,,,,,,605,,,,IRGA,,,,,30,1,,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4807,2013-05-28,6279,Drewer,,,BBL,United Kingdom,,,GB-LIN-BRASICFERT,2009,2.5,53.31527778,-0.577777778,,Fertilized,,,1,Brassica napus,Temperate,Agriculture,Managed,Deciduous,Aggrading,Beccles 1 (fine loam over clay),Dry,1.55,,,,,,605,,,,IRGA,,,,,30,1,,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4808,2013-05-28,6283,Emran,,,BBL,Spain,Alt Empordà,V,ES-NPC-SLV,2008.5,1,42.27,2.97,,None,,,,Vitis vinifera,Mediterranean,Agriculture,Managed,Deciduous,Mature,Xerorthent lithic,Dry,1.64,4.88,85,11,4,15.5,450,,,,Alkali absorption,10,5,95,,30,1,,1207,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,,
4809,2013-05-28,6283,Emran,,,BBL,Spain,Alt Empordà,O,ES-NPC-SLO,2008.5,1,42.27,2.97,,None,,,,Olea europaea,Mediterranean,Agriculture,Managed,Deciduous,Mature,Xerorthent lithic,Dry,1.36,8.62,67,20,16,15.5,450,,,,Alkali absorption,10,5,95,,30,1,,1347,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3089,,
4810,2013-05-28,6283,Emran,,,BBL,Spain,Alt Empordà,S,ES-NPC-SLS,2008.5,1,42.27,2.97,,None,,,,Quercus suber,Mediterranean,Forest,Managed,Deciduous,Mature,Xerorthent lithic,Dry,1.14,12.12,62,28,11,15.5,450,,,,Alkali absorption,10,5,95,,30,1,,1437,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4949,,
4811,2013-05-28,6283,Emran,,,BBL,Spain,Alt Empordà,PI,ES-NPC-SLPI,2008.5,1,42.27,2.97,,None,,,50,Pinus pinea,Mediterranean,Forest,Unmanaged,Deciduous,Mature,Xerorthent lithic,Dry,1.16,11.67,68,21,14,15.5,450,,,,Alkali absorption,10,5,95,,30,1,,1294,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3239,,
4812,2013-05-28,6283,Emran,,,BBL,Spain,Alt Empordà,PR,ES-NPC-SLPR,2008.5,1,42.27,2.97,,None,,,,Brachipodium retusum; Trifolium stellatum; Dactylis glomerata; Lavandula stoechas,Mediterranean,Grassland,Managed,Deciduous,Mature,Xerorthent lithic,Dry,1.1,10.28,63,20,19,15.5,450,,,,Alkali absorption,10,5,95,,30,1,,1725,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6100,,
